building_id,year,meter,total_meter_reading
Bobcat_science_Tammy,2017,electricity,142868.5509
Bobcat_science_Tammy,2017,hotwater,637313.6908
Bobcat_science_Tammy,2017,water,0.0
Bobcat_warehouse_Charlie,2016,electricity,0.0
Bobcat_warehouse_Charlie,2017,electricity,4984.8492
Bull_assembly_Amalia,2016,chilledwater,33123459.293
Bull_assembly_Amalia,2016,electricity,5248073.0
Bull_assembly_Amalia,2016,steam,1119627.4741
Bull_assembly_Amalia,2017,chilledwater,25867750.3576
Bull_assembly_Amalia,2017,electricity,4475589.0
Bull_assembly_Amalia,2017,steam,999549.879
Bull_assembly_Beau,2016,chilledwater,27470572.2001
Bull_assembly_Beau,2016,electricity,4518079.5
Bull_assembly_Beau,2016,steam,705702.0285
Bull_assembly_Beau,2017,chilledwater,27873683.4071
Bull_assembly_Beau,2017,electricity,4531222.0
Bull_assembly_Beau,2017,steam,646008.816
Bull_assembly_Brandon,2016,chilledwater,5485573.3854
Bull_assembly_Brandon,2016,electricity,709671.5
Bull_assembly_Brandon,2016,steam,76683.1036
Bull_assembly_Brandon,2017,chilledwater,4992872.3566
Bull_assembly_Brandon,2017,electricity,617934.5
Bull_assembly_Brandon,2017,steam,74438.4314
Bull_assembly_Daryl,2016,electricity,317295.5
Bull_assembly_Daryl,2017,electricity,316148.0
Bull_assembly_Dorethea,2016,chilledwater,1866037.1807
Bull_assembly_Dorethea,2016,electricity,178717.5
Bull_assembly_Dorethea,2016,steam,47626.3594
Bull_assembly_Dorethea,2017,chilledwater,1959177.8379
Bull_assembly_Dorethea,2017,electricity,158117.0
Bull_assembly_Dorethea,2017,steam,36541.5168
Bull_assembly_Freda,2016,chilledwater,11720000.1077
Bull_assembly_Freda,2016,steam,244159.4078
Bull_assembly_Freda,2017,chilledwater,10016330.2756
Bull_assembly_Freda,2017,steam,340300.784
Bull_assembly_Freddie,2016,chilledwater,19332529.8573
Bull_assembly_Freddie,2016,electricity,2047997.0
Bull_assembly_Freddie,2016,steam,531143.875
Bull_assembly_Freddie,2017,chilledwater,13390021.9735
Bull_assembly_Freddie,2017,electricity,1815061.5
Bull_assembly_Freddie,2017,steam,433624.4011
Bull_assembly_Gerri,2016,chilledwater,10142045.833
Bull_assembly_Gerri,2016,electricity,1360758.0
Bull_assembly_Gerri,2016,steam,307973.74
Bull_assembly_Gerri,2017,chilledwater,8560126.5577
Bull_assembly_Gerri,2017,electricity,1222361.5
Bull_assembly_Gerri,2017,steam,138691.953
Bull_assembly_Gigi,2016,chilledwater,14618520.7037
Bull_assembly_Gigi,2016,electricity,3138519.5
Bull_assembly_Gigi,2017,chilledwater,12620873.3424
Bull_assembly_Gigi,2017,electricity,3057177.0
Bull_assembly_Goldie,2016,chilledwater,5303601.7832
Bull_assembly_Goldie,2016,electricity,447620.5
Bull_assembly_Goldie,2016,steam,210124.8015
Bull_assembly_Goldie,2017,chilledwater,5895243.743
Bull_assembly_Goldie,2017,electricity,557713.0
Bull_assembly_Goldie,2017,steam,220551.0593
Bull_assembly_Katia,2016,electricity,1015886.5
Bull_assembly_Katia,2017,electricity,1072171.5
Bull_assembly_Lance,2016,chilledwater,32694348.7362
Bull_assembly_Lance,2016,electricity,3897273.0
Bull_assembly_Lance,2016,steam,791040.853
Bull_assembly_Lance,2017,chilledwater,32025601.2287
Bull_assembly_Lance,2017,electricity,3888458.5
Bull_assembly_Lance,2017,steam,882015.1153
Bull_assembly_Lesa,2016,chilledwater,1779167.159
Bull_assembly_Lesa,2016,electricity,93606.0
Bull_assembly_Lesa,2016,steam,42778.4988
Bull_assembly_Lesa,2017,chilledwater,1746009.5786
Bull_assembly_Lesa,2017,electricity,90678.0
Bull_assembly_Lesa,2017,steam,42201.2569
Bull_assembly_Maren,2016,chilledwater,7764279.4287
Bull_assembly_Maren,2016,electricity,2744586.5
Bull_assembly_Maren,2016,steam,1089012.033
Bull_assembly_Maren,2017,chilledwater,6058527.7268
Bull_assembly_Maren,2017,electricity,2370385.0
Bull_assembly_Maren,2017,steam,762978.9225
Bull_assembly_Nathanial,2016,chilledwater,24349861.03
Bull_assembly_Nathanial,2016,electricity,1826887.1
Bull_assembly_Nathanial,2016,steam,997462.3924
Bull_assembly_Nathanial,2017,chilledwater,22591098.162
Bull_assembly_Nathanial,2017,electricity,1859143.78
Bull_assembly_Nathanial,2017,steam,924114.5219
Bull_assembly_Newton,2016,electricity,34128.0
Bull_assembly_Newton,2017,electricity,27405.0
Bull_assembly_Nick,2016,electricity,8169015.0
Bull_assembly_Nick,2017,electricity,8060988.0
Bull_assembly_Vanessa,2016,chilledwater,15047097.3553
Bull_assembly_Vanessa,2016,electricity,1088611.5
Bull_assembly_Vanessa,2016,steam,732465.3621
Bull_assembly_Vanessa,2017,chilledwater,15403139.682
Bull_assembly_Vanessa,2017,electricity,1244700.5
Bull_assembly_Vanessa,2017,steam,686629.6084
Bull_education_Annette,2016,chilledwater,15404560.7795
Bull_education_Annette,2016,electricity,756855.5
Bull_education_Annette,2016,steam,245831.1112
Bull_education_Annette,2017,chilledwater,12751757.3897
Bull_education_Annette,2017,electricity,1137377.0
Bull_education_Annette,2017,steam,179886.5825
Bull_education_Antonia,2016,chilledwater,29401272.7453
Bull_education_Antonia,2016,electricity,4267081.0
Bull_education_Antonia,2017,chilledwater,27149787.5731
Bull_education_Antonia,2017,electricity,4023301.5
Bull_education_Arthur,2016,chilledwater,11530627.5566
Bull_education_Arthur,2016,electricity,3491382.5
Bull_education_Arthur,2016,steam,470991.1668
Bull_education_Arthur,2017,chilledwater,11492007.5808
Bull_education_Arthur,2017,electricity,3500487.0
Bull_education_Arthur,2017,steam,410748.1624
Bull_education_Barry,2016,chilledwater,37087978.0595
Bull_education_Barry,2016,electricity,8445659.5
Bull_education_Barry,2016,steam,832478.8399
Bull_education_Barry,2017,chilledwater,33946468.2229
Bull_education_Barry,2017,electricity,8725965.5
Bull_education_Barry,2017,steam,779508.1189
Bull_education_Bernice,2016,chilledwater,19230128.071
Bull_education_Bernice,2016,electricity,2808325.84
Bull_education_Bernice,2016,steam,627545.7502
Bull_education_Bernice,2017,chilledwater,18888651.1231
Bull_education_Bernice,2017,electricity,2419210.04
Bull_education_Bernice,2017,steam,587833.3849
Bull_education_Brady,2016,electricity,300493.0
Bull_education_Brady,2017,electricity,280729.5
Bull_education_Brain,2016,chilledwater,27216917.7137
Bull_education_Brain,2016,electricity,3396104.0
Bull_education_Brain,2016,steam,384921.2089
Bull_education_Brain,2017,chilledwater,24137444.6472
Bull_education_Brain,2017,electricity,3068653.5
Bull_education_Brain,2017,steam,419963.7501
Bull_education_Brandi,2016,electricity,226222.0
Bull_education_Brandi,2017,electricity,253861.5
Bull_education_Brenda,2016,chilledwater,12670534.3389
Bull_education_Brenda,2016,electricity,1278593.2712
Bull_education_Brenda,2016,steam,315796.5942
Bull_education_Brenda,2017,chilledwater,13647397.2388
Bull_education_Brenda,2017,electricity,1251070.9708
Bull_education_Brenda,2017,steam,301961.4466
Bull_education_Bryon,2016,chilledwater,2507508.2345
Bull_education_Bryon,2016,electricity,307697.5
Bull_education_Bryon,2016,steam,1941.42
Bull_education_Bryon,2017,chilledwater,2358945.9599
Bull_education_Bryon,2017,electricity,303112.0
Bull_education_Bryon,2017,steam,2775.8557
Bull_education_Carl,2016,chilledwater,39369651.9803
Bull_education_Carl,2016,electricity,5310908.0
Bull_education_Carl,2016,steam,1193092.6296
Bull_education_Carl,2017,chilledwater,34500693.6767
Bull_education_Carl,2017,electricity,5531469.0
Bull_education_Carl,2017,steam,982366.8483
Bull_education_Clarice,2016,electricity,257267.0
Bull_education_Clarice,2016,steam,296965.5308
Bull_education_Clarice,2017,electricity,288559.0
Bull_education_Clarice,2017,steam,221692.9702
Bull_education_Clarita,2016,chilledwater,19875187.7747
Bull_education_Clarita,2016,electricity,2804563.0
Bull_education_Clarita,2016,steam,236391.871
Bull_education_Clarita,2017,chilledwater,19426123.4078
Bull_education_Clarita,2017,electricity,2925791.0
Bull_education_Clarita,2017,steam,189327.2063
Bull_education_Dakota,2016,electricity,469167.0
Bull_education_Dakota,2017,electricity,487616.0
