building_id,year,meter,total_meter_reading,site_id,sqm,primaryspaceusage,yearbuilt,region,country,Avg_AirTemp_Annual,Total_HDD_Annual,Total_CDD_Annual,Count_Heating_Days_Annual,Count_Cooling_Days_Annual
Bear_assembly_Roxy,2016,electricity,139074.8681,Bear,1106.5,Entertainment/public assembly,1903.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_assembly_Roxy,2017,electricity,132557.8015,Bear,1106.5,Entertainment/public assembly,1903.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_assembly_Ruby,2016,electricity,600731.0859,Bear,11538.3,Entertainment/public assembly,1927.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_assembly_Ruby,2017,electricity,612869.4667,Bear,11538.3,Entertainment/public assembly,1927.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Alfredo,2016,electricity,1619.4236,Bear,609.8,Education,1909.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Alfredo,2017,electricity,1548.5881,Bear,609.8,Education,1909.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Alvaro,2016,electricity,3816747.849,Bear,10181.1,Education,1994.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Alvaro,2017,electricity,3517265.454,Bear,10181.1,Education,1994.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Arnold,2016,electricity,4607.7108,Bear,186.7,Education,1957.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Arnold,2017,electricity,4620.1103,Bear,186.7,Education,1957.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Augusta,2016,electricity,1002168.5462,Bear,14017.9,Education,1959.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Augusta,2017,electricity,1014236.3045,Bear,14017.9,Education,1959.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Austin,2016,electricity,192148.2522,Bear,2031.4,Education,1911.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Austin,2017,electricity,177498.5034,Bear,2031.4,Education,1911.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Babara,2016,electricity,3232210.9942,Bear,8749.1,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Babara,2017,electricity,3229729.4778,Bear,8749.1,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Benita,2016,electricity,4302835.2201,Bear,13142.2,Education,1907.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Benita,2017,electricity,4635811.5483,Bear,13142.2,Education,1907.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Benjamin,2016,electricity,1548.015,Bear,786.2,Education,,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Benjamin,2017,electricity,9648.2633,Bear,786.2,Education,,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Bob,2016,electricity,1103992.6863,Bear,28360.3,Education,1952.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Bob,2017,electricity,1151370.886,Bear,28360.3,Education,1952.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Bonita,2016,electricity,1735.7063,Bear,389.2,Education,1929.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Bonita,2017,electricity,1516.825,Bear,389.2,Education,1929.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Bulah,2016,electricity,11411291.037,Bear,20504.0,Education,2011.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Bulah,2017,electricity,11924904.7034,Bear,20504.0,Education,2011.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Carlo,2016,electricity,18826.8997,Bear,1314.6,Education,1974.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Carlo,2017,electricity,34466.74,Bear,1314.6,Education,1974.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Chad,2016,electricity,8227589.24,Bear,39101.5,Education,1930.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Chad,2017,electricity,9286707.4646,Bear,39101.5,Education,1930.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Chana,2016,electricity,187844.2117,Bear,3781.7,Education,1958.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Chana,2017,electricity,186449.9085,Bear,3781.7,Education,1958.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Chun,2016,electricity,828408.0063,Bear,4292.5,Education,1941.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Chun,2017,electricity,932936.3641,Bear,4292.5,Education,1941.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Clint,2016,electricity,514006.0691,Bear,3836.6,Education,1959.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Clint,2017,electricity,479059.4602,Bear,3836.6,Education,1959.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Curtis,2016,electricity,605933.1265,Bear,4104.6,Education,1917.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Curtis,2017,electricity,597787.9842,Bear,4104.6,Education,1917.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Danna,2016,electricity,893227.9843,Bear,9663.4,Education,1960.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Danna,2017,electricity,913167.1278,Bear,9663.4,Education,1960.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Darrell,2016,electricity,366073.3002,Bear,5234.4,Education,1905.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Darrell,2017,electricity,323028.7387,Bear,5234.4,Education,1905.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Deborah,2016,electricity,8068.8614,Bear,791.2,Education,1920.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Deborah,2017,electricity,5478.7244,Bear,791.2,Education,1920.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Deena,2016,electricity,78633.51,Bear,1716.3,Education,1923.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Deena,2017,electricity,68642.9706,Bear,1716.3,Education,1923.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Derek,2016,electricity,1615577.6043,Bear,6331.0,Education,1948.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Derek,2017,electricity,1605885.8125,Bear,6331.0,Education,1948.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Destiny,2016,electricity,1016186.0656,Bear,5157.6,Education,1978.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Destiny,2017,electricity,985487.7544,Bear,5157.6,Education,1978.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Elise,2016,electricity,1243707.78,Bear,20664.8,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Elise,2017,electricity,1305003.5876,Bear,20664.8,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Fannie,2016,electricity,3689717.7879,Bear,10788.0,Education,1996.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Fannie,2017,electricity,3696356.1658,Bear,10788.0,Education,1996.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Gavin,2016,electricity,774366.4939,Bear,7158.6,Education,1917.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Gavin,2017,electricity,802997.3986,Bear,7158.6,Education,1917.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Herb,2016,electricity,119414.5981,Bear,2212.5,Education,1914.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Herb,2017,electricity,106916.376,Bear,2212.5,Education,1914.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Herman,2016,electricity,2618.8786,Bear,371.6,Education,1910.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Herman,2017,electricity,2364.0054,Bear,371.6,Education,1910.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Holly,2016,electricity,10972.9851,Bear,722.9,Education,1910.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Holly,2017,electricity,10726.124,Bear,722.9,Education,1910.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Irene,2016,electricity,819033.9584,Bear,2415.1,Education,1954.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Irene,2017,electricity,736017.5095,Bear,2415.1,Education,1954.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Iris,2016,electricity,372467.7091,Bear,5456.5,Education,1923.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Iris,2017,electricity,425831.8685,Bear,5456.5,Education,1923.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Katy,2016,electricity,1047318.3688,Bear,13752.6,Education,1924.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Katy,2017,electricity,1134549.637,Bear,13752.6,Education,1924.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Lashanda,2016,electricity,593639.7807,Bear,10945.3,Education,1959.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Lashanda,2017,electricity,699912.1293,Bear,10945.3,Education,1959.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Laurette,2016,electricity,446879.5037,Bear,4079.4,Education,1912.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Laurette,2017,electricity,444166.1532,Bear,4079.4,Education,1912.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Leonel,2016,electricity,1029922.0563,Bear,6988.9,Education,1993.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Leonel,2017,electricity,1054287.4735,Bear,6988.9,Education,1993.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Lewis,2016,electricity,209520.8532,Bear,4588.3,Education,1931.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Lewis,2017,electricity,201735.486,Bear,4588.3,Education,1931.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Lidia,2016,electricity,118037.65,Bear,2824.3,Education,,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Lidia,2017,electricity,105804.72,Bear,2824.3,Education,,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Lila,2016,electricity,1901294.8343,Bear,11483.9,Education,1961.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Lila,2017,electricity,1861243.4033,Bear,11483.9,Education,1961.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Liliana,2016,electricity,3899914.4562,Bear,19143.0,Education,1950.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Liliana,2017,electricity,3717167.3739,Bear,19143.0,Education,1950.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Lorie,2016,electricity,3451185.2072,Bear,11212.8,Education,2012.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Lorie,2017,electricity,3560611.1234,Bear,11212.8,Education,2012.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Mara,2016,electricity,4393507.3352,Bear,11903.3,Education,1966.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Mara,2017,electricity,4343870.3891,Bear,11903.3,Education,1966.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Marie,2016,electricity,212185.5602,Bear,4739.9,Education,1924.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Marie,2017,electricity,204911.7567,Bear,4739.9,Education,1924.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Marsha,2016,electricity,790311.1007,Bear,10304.7,Education,1941.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Marsha,2017,electricity,750147.2546,Bear,10304.7,Education,1941.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Marta,2016,electricity,369339.2215,Bear,4455.1,Education,1980.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Marta,2017,electricity,366694.5818,Bear,4455.1,Education,1980.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Maryjane,2016,electricity,2879444.7789,Bear,7998.1,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Maryjane,2017,electricity,2911688.7925,Bear,7998.1,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Merrill,2016,electricity,125423.9949,Bear,3235.3,Education,1999.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Merrill,2017,electricity,187939.7685,Bear,3235.3,Education,1999.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Millie,2016,electricity,29871.1937,Bear,661.7,Education,1909.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Millie,2017,electricity,28615.0555,Bear,661.7,Education,1909.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Nanette,2016,electricity,810819.7014,Bear,6150.5,Education,2015.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Nanette,2017,electricity,983914.1982,Bear,6150.5,Education,2015.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Oscar,2016,electricity,110599.8742,Bear,2186.3,Education,1906.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Oscar,2017,electricity,94261.067,Bear,2186.3,Education,1906.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Owen,2016,electricity,1343980.0449,Bear,17949.0,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Owen,2017,electricity,1289933.0171,Bear,17949.0,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Paola,2016,electricity,1253355.0572,Bear,12802.6,Education,1967.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Paola,2017,electricity,1367900.3427,Bear,12802.6,Education,1967.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Patricia,2016,electricity,5476299.5048,Bear,16996.0,Education,1963.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Patricia,2017,electricity,5591859.5566,Bear,16996.0,Education,1963.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Pattie,2016,electricity,1348750.2341,Bear,8032.9,Education,2014.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Pattie,2017,electricity,1675231.1799,Bear,8032.9,Education,2014.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Rebecca,2016,electricity,7145880.9301,Bear,14279.2,Education,1990.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Rebecca,2017,electricity,6525877.5466,Bear,14279.2,Education,1990.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Sandy,2016,electricity,55893.6394,Bear,1351.0,Education,1920.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Sandy,2017,electricity,60234.5152,Bear,1351.0,Education,1920.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Santos,2016,electricity,73400.9194,Bear,1349.3,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Santos,2017,electricity,75968.3389,Bear,1349.3,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Sharon,2016,electricity,984866.7354,Bear,5261.7,Education,1953.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Sharon,2017,electricity,983207.5532,Bear,5261.7,Education,1953.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Shelley,2016,electricity,1474087.2103,Bear,22378.8,Education,1962.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Shelley,2017,electricity,1376887.2815,Bear,22378.8,Education,1962.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Tara,2016,electricity,31994.4859,Bear,733.9,Education,1923.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Tara,2017,electricity,27520.3208,Bear,733.9,Education,1923.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Thuy,2016,electricity,2045417.5787,Bear,25122.2,Education,1971.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Thuy,2017,electricity,2001293.6102,Bear,25122.2,Education,1971.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Val,2016,electricity,3350674.0652,Bear,16469.9,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Val,2017,electricity,3215591.5538,Bear,16469.9,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Wade,2016,electricity,492996.4058,Bear,10552.8,Education,1958.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Wade,2017,electricity,455877.4165,Bear,10552.8,Education,1958.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Wilton,2016,electricity,13504442.7677,Bear,28273.4,Education,2006.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Wilton,2017,electricity,13941268.0123,Bear,28273.4,Education,2006.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Wm,2016,electricity,443045.1389,Bear,8679.0,Education,1948.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Wm,2017,electricity,439606.9053,Bear,8679.0,Education,1948.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Yuri,2016,electricity,159965.6203,Bear,3793.7,Education,1931.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Yuri,2017,electricity,154669.3307,Bear,3793.7,Education,1931.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Yvette,2016,electricity,92228.9764,Bear,1423.8,Education,1954.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Yvette,2017,electricity,99915.1247,Bear,1423.8,Education,1954.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_education_Zandra,2016,electricity,8702886.7747,Bear,14372.7,Education,2009.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_education_Zandra,2017,electricity,8366625.2897,Bear,14372.7,Education,2009.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_lodging_Dannie,2016,electricity,74132.2842,Bear,2137.9,Lodging/residential,1930.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_lodging_Dannie,2017,electricity,77192.6918,Bear,2137.9,Lodging/residential,1930.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_lodging_Erick,2016,electricity,417314.4016,Bear,6688.5,Lodging/residential,2004.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_lodging_Erick,2017,electricity,432137.4904,Bear,6688.5,Lodging/residential,2004.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_lodging_Esperanza,2016,electricity,106146.6248,Bear,8078.8,Lodging/residential,1942.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_lodging_Esperanza,2017,electricity,250499.4737,Bear,8078.8,Lodging/residential,1942.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_lodging_Evan,2016,electricity,1584230.2564,Bear,17205.6,Lodging/residential,1930.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_lodging_Evan,2017,electricity,1485499.8533,Bear,17205.6,Lodging/residential,1930.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_parking_Bridget,2016,electricity,50771.7495,Bear,36.0,Parking,1955.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_parking_Bridget,2017,electricity,144528.7028,Bear,36.0,Parking,1955.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_parking_Bruce,2016,electricity,378007.432,Bear,28441.3,Parking,2007.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_parking_Bruce,2017,electricity,356083.7178,Bear,28441.3,Parking,2007.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_parking_Gordon,2016,electricity,242451.4191,Bear,9154.6,Parking,1989.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_parking_Gordon,2017,electricity,243365.3953,Bear,9154.6,Parking,1989.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_public_Arlean,2016,electricity,829089.8679,Bear,12131.4,Public services,1970.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_public_Arlean,2017,electricity,1405241.3896,Bear,12131.4,Public services,1970.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_public_Jocelyn,2016,electricity,442872.5467,Bear,6382.5,Public services,1930.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_public_Jocelyn,2017,electricity,410516.2483,Bear,6382.5,Public services,1930.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_public_Lowell,2016,electricity,1821694.8077,Bear,12299.8,Public services,1949.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_public_Lowell,2017,electricity,1781691.8707,Bear,12299.8,Public services,1949.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_public_Orville,2016,electricity,334538.0495,Bear,2700.0,Public services,2004.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_public_Orville,2017,electricity,319034.6235,Bear,2700.0,Public services,2004.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_public_Rayna,2016,electricity,1000912.3546,Bear,15469.7,Public services,1917.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_public_Rayna,2017,electricity,950936.2584,Bear,15469.7,Public services,1917.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_public_Valorie,2016,electricity,1595500.4738,Bear,17598.2,Public services,1994.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_public_Valorie,2017,electricity,1815015.1941,Bear,17598.2,Public services,1994.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_science_Alison,2016,electricity,889986.6292,Bear,4945.6,Technology/science,1942.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
Bear_science_Alison,2017,electricity,921067.6095,Bear,4945.6,Technology/science,1942.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4
Bear_science_Eleanor,2016,electricity,304130.2538,Bear,3081.3,Technology/science,1963.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1
