Avg_AirTemp_Annual,year,meter,site_id,region,country,yearbuilt,primaryspaceusage,total_meter_reading,eui,log_eui
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1911,Education,177498.5034,87.37742611007187,4.481616576287697
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1964,Education,3232210.9942,369.43354107279606,5.914674052324547
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1964,Education,3229729.4778,369.14991002503115,5.913908085812031
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1907,Education,4302835.2201,327.40600661228706,5.794250667947809
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1907,Education,4635811.5483,352.74242883992025,5.868569046155746
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,,Education,1548.015,1.9689837191554311,1.0882197121544055
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,,Education,9648.2633,12.272021495802594,2.5856581725223498
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1952,Education,1103992.6863,38.927398028229604,3.6870627556218203
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1952,Education,1151370.886,40.5979797815961,3.728051603145598
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1929,Education,1735.7063,4.459677029804728,1.6973896359568459
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1929,Education,1516.825,3.8972893114080165,1.5886818502905689
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2011,Education,11411291.037,556.5397501463129,6.323533801503374
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2011,Education,11924904.7034,581.5891876414358,6.367482285550227
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1974,Education,18826.8997,14.321390308839193,2.729249911424514
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1974,Education,34466.74,26.21842385516507,3.303894091621954
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1930,Education,8227589.24,210.41620500492309,5.35382872615067
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1930,Education,9286707.4646,237.50258850939224,5.474380163558355
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1958,Education,187844.2117,49.67189668667531,3.925371450930046
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1958,Education,186449.9085,49.30319922257186,3.9180686779175495
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1941,Education,828408.0063,192.98963454863133,5.267804727474192
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1941,Education,932936.3641,217.34102832847992,5.386058190598658
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1959,Education,514006.0691,133.97437030182977,4.905084910798634
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1959,Education,479059.4602,124.86562586665276,4.83521487650114
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1917,Education,605933.1265,147.62294169955658,5.001412505963368
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1917,Education,597787.9842,145.6385480192954,4.987970701813684
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1960,Education,893227.9843,92.43413128919428,4.5372567098428425
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1960,Education,913167.1278,94.49749858227953,4.559100054287934
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1905,Education,366073.3002,69.93605765703806,4.261778874881002
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1905,Education,323028.7387,61.712658318049826,4.138563314312663
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1920,Education,8068.8614,10.198257583417593,2.415758193289185
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1920,Education,5478.7244,6.924575834175935,2.0699687958295048
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1923,Education,78633.51,45.81571403600769,3.846218916565634
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1923,Education,68642.9706,39.99473903163783,3.7134437421695505
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1948,Education,1615577.6043,255.18521628494707,5.545900683991878
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1948,Education,1605885.8125,253.65436937292688,5.539907211529874
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1978,Education,1016186.0656,197.0269244609896,5.288403003576014
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1978,Education,985487.7544,191.07487094772762,5.257885248868676
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1964,Education,1243707.78,60.18484476017189,4.113899524214046
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1964,Education,1305003.5876,63.151038848670204,4.161240284986177
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1996,Education,3689717.7879,342.02055875973304,5.837790383444749
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1996,Education,3696356.1658,342.63590710048203,5.839582687270809
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1917,Education,774366.4939,108.172896083033,4.692932828135173
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1917,Education,802997.3986,112.17240781717095,4.7289123888597695
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1914,Education,119414.5981,53.97269970621469,4.006836693022694
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1914,Education,106916.376,48.323785762711864,3.8984064345293814
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1910,Education,2618.8786,7.047574273412271,2.085370713525343
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1910,Education,2364.0054,6.3616937567276635,1.9962900362551121
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1910,Education,10972.9851,15.17911896527874,2.7837214580636447
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1910,Education,10726.124,14.83763176096279,2.7623888651683117
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1954,Education,819033.9584,339.1304535629995,5.829329230971191
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1954,Education,736017.5095,304.75653575421313,5.7227891504768795
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1923,Education,372467.7091,68.26128637404929,4.237886111918305
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1923,Education,425831.8685,78.0412111243471,4.36996937625171
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1924,Education,1047318.3688,76.15420857147012,4.345806127826466
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1924,Education,1134549.637,82.49710142082225,4.424811917731195
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1959,Education,593639.7807,54.23695839310024,4.011632265350634
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1959,Education,699912.1293,63.94636321526135,4.173561747942462
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1912,Education,446879.5037,109.54539974015786,4.7054262939560205
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1912,Education,444166.1532,108.88026503897632,4.699391273300759
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1993,Education,1029922.0563,147.36540175134857,4.999678161714224
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1993,Education,1054287.4735,150.85170391621,5.0229044124772715
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1931,Education,209520.8532,45.664157356755226,3.842976361568813
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1931,Education,201735.486,43.96737048580084,3.805937126442401
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,,Education,118037.65,41.793594873065885,3.756388438890238
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,,Education,105804.72,37.462280919165806,3.649678044672648
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1961,Education,1901294.8343,165.56177207220543,5.11536624405241
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1961,Education,1861243.4033,162.07415627966108,5.094205043850968
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1950,Education,3899914.4562,203.72535423914746,5.321669345471753
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1950,Education,3717167.3739,194.17893610719324,5.273916758869446
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2012,Education,3451185.2072,307.78977661244295,5.732660710777588
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2012,Education,3560611.1234,317.5487945383847,5.763775664340566
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1966,Education,4393507.3352,369.0999416296321,5.913773081676973
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1966,Education,4343870.3891,364.92992607932257,5.902441856271126
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1924,Education,212185.5602,44.76583054494821,3.8235377547098315
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1924,Education,204911.7567,43.23124046920822,3.7894313373655057
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1941,Education,790311.1007,76.69423667840887,4.352781080599521
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1941,Education,750147.2546,72.79661267188757,4.3013128317981355
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1980,Education,369339.2215,82.90256593566922,4.429656196267352
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1980,Education,366694.5818,82.30894520886174,4.422555928867916
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1964,Education,2879444.7789,360.0161011865318,5.888922558962999
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1964,Education,2911688.7925,364.04756035808504,5.900027647444795
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1999,Education,125423.9949,38.76734611937069,3.683046126275648
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1999,Education,187939.7685,58.09036828114858,4.079067937884253
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1909,Education,29871.1937,45.14310669487683,3.831747582400823
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1909,Education,28615.0555,43.24475668732053,3.7897368714911863
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2015,Education,810819.7014,131.82988397691244,4.889069241673522
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2015,Education,983914.1982,159.97304254938624,5.0812369133837745
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1906,Education,110599.8742,50.58769345469515,3.9432831451021055
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1906,Education,94261.067,43.11442482733385,3.7867868225596912
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1964,Education,1343980.0449,74.87771156610397,4.32912298602089
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1964,Education,1289933.0171,71.86656733522759,4.288629923878902
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1967,Education,1253355.0572,97.8984782153625,4.594093851405759
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1967,Education,1367900.3427,106.84551127895895,4.6806997519315585
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1963,Education,5476299.5048,322.2110793598494,5.778305606256942
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1963,Education,5591859.5566,329.0103292892445,5.799123954847162
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2014,Education,1348750.2341,167.90327703569073,5.129326225849872
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2014,Education,1675231.1799,208.54625103013856,5.344944483636662
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1990,Education,7145880.9301,500.4398656857527,6.217483691310554
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1990,Education,6525877.5466,457.01982930416267,6.126912478600901
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1920,Education,55893.6394,41.372049888971134,3.746488944137765
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1920,Education,60234.5152,44.5851333826795,3.8195816410538534
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1964,Education,73400.9194,54.399258430297195,4.014566207928941
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1964,Education,75968.3389,56.302037278588905,4.0483361776888
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1953,Education,984866.7354,187.1765276241519,5.237380498991281
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1953,Education,983207.5532,186.8611956591976,5.235703369175082
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1962,Education,1474087.2103,65.86980581175041,4.202747532095025
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1962,Education,1376887.2815,61.526412564570045,4.135589068504809
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1923,Education,31994.4859,43.59515724213108,3.7976252711155665
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1923,Education,27520.3208,37.49873388745061,3.650625354712737
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1971,Education,2045417.5787,81.41872840356338,4.411812697540785
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1971,Education,2001293.6102,79.66235481765132,4.390271983386188
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1964,Education,3350674.0652,203.44228351113242,5.320285703428447
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1964,Education,3215591.5538,195.24050260171583,5.27934096110531
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1958,Education,492996.4058,46.71711828140399,3.8652902073384703
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1958,Education,455877.4165,43.19966421234175,3.7887171920489524
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2006,Education,13504442.7677,477.6377360947038,6.170944019199923
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2006,Education,13941268.0123,493.08777905381027,6.202713191795183
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1948,Education,443045.1389,51.0479477935246,3.9521653666856995
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1948,Education,439606.9053,50.65179229173868,3.9445248956748924
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1931,Education,159965.6203,42.16612286158632,3.7650559945910405
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1931,Education,154669.3307,40.770047895194665,3.7321795251494287
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1954,Education,92228.9764,64.77663744907993,4.186264721319338
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1954,Education,99915.1247,70.17497169546284,4.265141235488755
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2009,Education,8702886.7747,605.5150928287657,6.407729613200223
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2009,Education,8366625.2897,582.1192461889553,6.368391704352851
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1930,Lodging/residential,74132.2842,34.67528144440806,3.5744580524532403
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1930,Lodging/residential,77192.6918,36.106783198465784,3.6137997884391706
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2004,Lodging/residential,417314.4016,62.39282374224415,4.149350664851264
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2004,Lodging/residential,432137.4904,64.60902899005757,4.183713323522495
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1942,Lodging/residential,106146.6248,13.138909838094767,2.6489305597660295
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1942,Lodging/residential,250499.4737,31.007015113630736,3.46595510107499
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1930,Lodging/residential,1584230.2564,92.07643188264288,4.533421003821406
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1930,Lodging/residential,1485499.8533,86.33816044194914,4.469787485801592
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1955,Parking,50771.7495,1410.3263749999999,7.252285232688614
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1955,Parking,144528.7028,4014.686188888889,8.297963518101549
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2007,Parking,378007.432,13.290793036886498,2.6596154863352086
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2007,Parking,356083.7178,12.51995224550214,2.6041665384711643
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1989,Parking,242451.4191,26.484108437288356,3.313607962630714
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1989,Parking,243365.3953,26.583946354838005,3.3172339496866856
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1970,Public services,829089.8679,68.34247225382066,4.239057593700037
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1970,Public services,1405241.3896,115.83505527803882,4.760763156169014
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1930,Public services,442872.5467,69.3885697924011,4.254030889078645
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1930,Public services,410516.2483,64.31903616137876,4.179283512350085
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1949,Public services,1821694.8077,148.1076771736126,5.004668710543128
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1949,Public services,1781691.8707,144.8553529894795,4.982615397659285
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,2004,Public services,334538.0495,123.9029812962963,4.827537286312604
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,2004,Public services,319034.6235,118.16097166666667,4.780475282114174
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1917,Public services,1000912.3546,64.70147156053446,4.18512132342138
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1917,Public services,950936.2584,61.47089202764113,4.1347007206998505
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1994,Public services,1595500.4738,90.66270833380686,4.518115626253084
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1994,Public services,1815015.1941,103.13641134320555,4.645701687214028
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1942,Technology/science,889986.6292,179.95523883856356,5.198249701447872
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1942,Technology/science,921067.6095,186.23981104416046,5.2323902072675095
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1963,Technology/science,304130.2538,98.70192899101028,4.602185024734588
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1963,Technology/science,329546.909,106.95060818485703,4.681673790894525
15.237956,2016,electricity,Bear,"Berkeley, California",United States of America,1999,Utility,460827.3431,211.68971615600165,5.359834371982339
14.965894,2017,electricity,Bear,"Berkeley, California",United States of America,1999,Utility,452095.7377,207.67868882355643,5.340795694942755
11.659762,2016,chilledwater,Bobcat,,,,Entertainment/public assembly,74.3866,0.036229592830703296,0.03558873398583188
11.659762,2016,electricity,Bobcat,,,,Entertainment/public assembly,630540.8411,307.10152011494256,5.730429339426681
11.659762,2016,water,Bobcat,,,,Entertainment/public assembly,273206279.9953,133063.6469877752,11.79859035668857
11.485664,2017,chilledwater,Bobcat,,,,Entertainment/public assembly,0.0,0.0,0.0
11.485664,2017,electricity,Bobcat,,,,Entertainment/public assembly,445507.8793,216.98221278979156,5.384413466752845
11.485664,2017,water,Bobcat,,,,Entertainment/public assembly,24192283.2583,11782.721244058057,9.374474302402561
11.659762,2016,chilledwater,Bobcat,,,,Entertainment/public assembly,0.0,0.0,0.0
11.659762,2016,electricity,Bobcat,,,,Entertainment/public assembly,1183031.1132,59.571235010650035,4.103820110592648
11.659762,2016,hotwater,Bobcat,,,,Entertainment/public assembly,35513955.2657,1788.2963107945477,7.489577699080762
11.659762,2016,water,Bobcat,,,,Entertainment/public assembly,688184.5388,34.65335986021522,3.5738433881477922
11.485664,2017,chilledwater,Bobcat,,,,Entertainment/public assembly,89901.5449,4.526969746866675,1.7096396991373348
11.485664,2017,electricity,Bobcat,,,,Entertainment/public assembly,868133.4488,43.71464209354906,3.800301011596348
11.485664,2017,hotwater,Bobcat,,,,Entertainment/public assembly,35738699.5784,1799.6132542965192,7.495882582691669
11.485664,2017,water,Bobcat,,,,Entertainment/public assembly,565160.5448,28.458517495757615,3.382983087153107
11.659762,2016,chilledwater,Bobcat,,,,Entertainment/public assembly,51.032,0.013805865166107562,0.013711432367950235
11.659762,2016,electricity,Bobcat,,,,Entertainment/public assembly,180226.4129,48.75728084081809,3.9071568014558538
11.659762,2016,hotwater,Bobcat,,,,Entertainment/public assembly,1886.2077,0.5102823558056487,0.4122966239460372
11.659762,2016,water,Bobcat,,,,Entertainment/public assembly,9020635.197,2440.383940320312,7.800320346152423
11.485664,2017,chilledwater,Bobcat,,,,Entertainment/public assembly,0.0,0.0,0.0
11.485664,2017,electricity,Bobcat,,,,Entertainment/public assembly,120892.6664,32.70551520398225,3.5176614798726673
11.485664,2017,hotwater,Bobcat,,,,Entertainment/public assembly,0.0,0.0,0.0
11.485664,2017,water,Bobcat,,,,Entertainment/public assembly,24420951.7589,6606.685358429824,8.795988698817448
11.659762,2016,electricity,Bobcat,,,,Entertainment/public assembly,1409981.0061,93.70263341839787,4.550741807813822
11.659762,2016,gas,Bobcat,,,,Entertainment/public assembly,373103.6288,24.795222350705107,3.2501892945743722
11.659762,2016,water,Bobcat,,,,Entertainment/public assembly,5849224.0621,388.71991587250955,5.965428316690622
11.485664,2017,electricity,Bobcat,,,,Entertainment/public assembly,1143662.1391,76.00397006127305,4.343856979761864
11.485664,2017,gas,Bobcat,,,,Entertainment/public assembly,300292.1584,19.95641495540758,3.042444802619619
11.485664,2017,water,Bobcat,,,,Entertainment/public assembly,4915354.0976,326.6580337865678,5.791970484600651
11.659762,2016,chilledwater,Bobcat,,,,Education,29336.4807,2.606575034651882,1.2827585781387232
11.659762,2016,electricity,Bobcat,,,,Education,542486.3719,48.20044531222235,3.8959026745187315
11.659762,2016,gas,Bobcat,,,,Education,17870649.8669,1587.8247385026834,7.370749863727772
11.659762,2016,hotwater,Bobcat,,,,Education,530398.2195,47.126401135515515,3.873830906688348
11.659762,2016,solar,Bobcat,,,,Education,447234.2304,39.737199274976014,3.7071416621168196
11.485664,2017,chilledwater,Bobcat,,,,Education,34544.9842,3.0693556704694887,1.4034846749978898
11.485664,2017,electricity,Bobcat,,,,Education,454920.3028,40.420114333439955,3.7237666163074223
11.485664,2017,gas,Bobcat,,,,Education,16192.4976,1.4387192664463164,0.8914730107010209
11.485664,2017,hotwater,Bobcat,,,,Education,289230.2411,25.6983901179941,3.2846032683821615
11.485664,2017,solar,Bobcat,,,,Education,752877.309,66.89388607527455,4.217945987436517
11.659762,2016,chilledwater,Bobcat,,,,Education,190138.8612,21.600061481136468,3.1179526266788082
11.659762,2016,electricity,Bobcat,,,,Education,742327.1293,84.32948178399809,4.44652001944905
11.659762,2016,hotwater,Bobcat,,,,Education,72.3337,0.008217217444647663,0.008183639930462705
11.659762,2016,water,Bobcat,,,,Education,154508.0126,17.552343326479374,2.920596105952723
11.485664,2017,chilledwater,Bobcat,,,,Education,291143.319,33.074320265373125,3.528544029192084
11.485664,2017,electricity,Bobcat,,,,Education,664394.5848,75.47622715757664,4.336979936427696
11.485664,2017,hotwater,Bobcat,,,,Education,95.812,0.010884387744669249,0.010825579141976967
11.485664,2017,water,Bobcat,,,,Education,73554.3365,8.35588359253411,2.236005406632357
11.485664,2017,electricity,Bobcat,,,,Education,7602.700000000001,2.9955476753349095,1.3851806600187087
11.659762,2016,electricity,Bobcat,,,,Education,1061467.071,100.59487589912717,4.620993099808833
11.659762,2016,solar,Bobcat,,,,Education,25845.3916,2.4493590348657586,1.2381884267872945
11.659762,2016,water,Bobcat,,,,Education,19859887.3115,1882.114814535771,7.540682501060523
11.485664,2017,electricity,Bobcat,,,,Education,906152.1144,85.87572990646234,4.4644787056506665
11.485664,2017,solar,Bobcat,,,,Education,20546.4705,1.9471820714752794,1.0808494838204181
11.485664,2017,water,Bobcat,,,,Education,14305064.8941,1355.6861697040342,7.2128003653684205
11.659762,2016,chilledwater,Bobcat,,,,Education,0.0098,5.64581172946192e-07,5.645810135703016e-07
11.659762,2016,electricity,Bobcat,,,,Education,1073151.6147,61.824611977186315,4.140346907162056
11.659762,2016,hotwater,Bobcat,,,,Education,3864268.2046,222.62174240119828,5.409955974483868
11.659762,2016,solar,Bobcat,,,,Education,44781.5294,2.579878407650651,1.275328835492414
11.659762,2016,water,Bobcat,,,,Education,3159140.1051,181.9990842896647,5.209481148947288
